dense_params,account_balance,roi,gamma,aggregation,downside_deviation,eps_end,learning_rate,stopping_metric,mean,n_samples,fx_pair,eps_start,sum,memory,sharpe,conv_params,neutral_cost,tech_indicators,median,standard_deviation,max_steps,start_memory,target_update,pip_size,eps_decay,sortino,stop_loss,actions,batch_size,model_name
"[{'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}, {'out_features': 1576}]",100000.0,0.0,0.999,1 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 9, 'out_channels': 393}, {'kernel_size': 9, 'out_channels': 393}, {'kernel_size': 9, 'out_channels': 393}, {'kernel_size': 9, 'out_channels': 393}]",-315,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-22_13-43-25
"[{'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}, {'out_features': 978}]",86523.06040610686,-0.13476939593893142,0.999,15 min,136990462.16795623,0.05,0.0018391056703329087,"{'threshold': 2.0, 'type': 'sortino'}",-136.49303691712876,100,EURUSD,0.9,NA,10000,-4.841860799062171e-06,"[{'kernel_size': 1, 'out_channels': 93, 'stride': 1}, {'kernel_size': 1, 'out_channels': 93, 'stride': 1}, {'kernel_size': 1, 'out_channels': 93, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-569.171656776191,10608.510343610096,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.3487756228780086e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_20-26-56
"[{'out_features': 1541}, {'out_features': 1541}, {'out_features': 1541}, {'out_features': 1541}, {'out_features': 1541}, {'out_features': 1541}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.007305828761951036,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 10, 'out_channels': 510, 'stride': 1}, {'kernel_size': 10, 'out_channels': 510, 'stride': 1}, {'kernel_size': 10, 'out_channels': 510, 'stride': 1}, {'kernel_size': 10, 'out_channels': 510, 'stride': 1}, {'kernel_size': 10, 'out_channels': 510, 'stride': 1}, {'kernel_size': 10, 'out_channels': 510, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_10-52-56
"[{'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}, {'out_features': 1573}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 8, 'out_channels': 231}, {'kernel_size': 8, 'out_channels': 231}, {'kernel_size': 8, 'out_channels': 231}, {'kernel_size': 8, 'out_channels': 231}, {'kernel_size': 8, 'out_channels': 231}]",-685,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-22_06-28-29
"[{'out_features': 1071}, {'out_features': 1071}, {'out_features': 1071}, {'out_features': 1071}, {'out_features': 1071}, {'out_features': 1071}, {'out_features': 1071}]",-1407.8251252776809,-1.0140782512527768,0.999,15 min,128196223.68261397,0.05,0.00524054865046718,"{'threshold': 2.0, 'type': 'sortino'}",-1742.782664708473,100,EURUSD,0.9,NA,10000,-6.524113170943626e-06,"[{'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-1277.7092413516175,10335.171214899725,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-8.300386865429076e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_15-00-06
"[{'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}, {'out_features': 1335}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.009155037269234657,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 6, 'out_channels': 198, 'stride': 1}, {'kernel_size': 6, 'out_channels': 198, 'stride': 1}, {'kernel_size': 6, 'out_channels': 198, 'stride': 1}, {'kernel_size': 6, 'out_channels': 198, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_03-02-20
"[{'out_features': 996}, {'out_features': 996}, {'out_features': 996}, {'out_features': 996}, {'out_features': 996}, {'out_features': 996}, {'out_features': 996}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.005073893203655122,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 9, 'out_channels': 229, 'stride': 1}, {'kernel_size': 9, 'out_channels': 229, 'stride': 1}, {'kernel_size': 9, 'out_channels': 229, 'stride': 1}, {'kernel_size': 9, 'out_channels': 229, 'stride': 1}, {'kernel_size': 9, 'out_channels': 229, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_11-33-23
"[{'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}, {'out_features': 2046}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.008559034914506337,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 8, 'out_channels': 451, 'stride': 1}, {'kernel_size': 8, 'out_channels': 451, 'stride': 1}, {'kernel_size': 8, 'out_channels': 451, 'stride': 1}, {'kernel_size': 8, 'out_channels': 451, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_09-53-28
"[{'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}, {'out_features': 1479}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.0038072795831616117,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 1, 'out_channels': 28, 'stride': 1}, {'kernel_size': 1, 'out_channels': 28, 'stride': 1}, {'kernel_size': 1, 'out_channels': 28, 'stride': 1}, {'kernel_size': 1, 'out_channels': 28, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_09-43-24
"[{'out_features': 1240}, {'out_features': 1240}, {'out_features': 1240}, {'out_features': 1240}, {'out_features': 1240}, {'out_features': 1240}]",85975.72920771346,-0.14024270792286536,0.999,5 min,134833.68490057753,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-158.25320457223046,100,EURUSD,0.9,NA,1000,-0.00010523315780393925,"[{'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}, {'kernel_size': 4, 'out_channels': 237}]",-894,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-338.31126162139344,490.173754377172,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.4109434750162382e-06,NA,"['long', 'neutral', 'short']",16,2020-03-21_22-45-45
"[{'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}, {'out_features': 1413}]",168551.4492926609,0.6855144929266089,0.999,15 min,84105062.70273429,0.05,0.0048589931206256464,"{'threshold': 2.0, 'type': 'sortino'}",721.0599889125286,100,EURUSD,0.9,NA,10000,-4.471522804319661e-06,"[{'kernel_size': 6, 'out_channels': 320, 'stride': 1}, {'kernel_size': 6, 'out_channels': 320, 'stride': 1}, {'kernel_size': 6, 'out_channels': 320, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-832.8172769710043,9569.312733804807,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,7.556197837611838e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_17-34-17
"[{'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}]",100000.0,0.0,0.999,1 hour,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,0.0,1000,0.0,"[{'kernel_size': 5, 'out_channels': 256}, {'kernel_size': 5, 'out_channels': 256}, {'kernel_size': 5, 'out_channels': 256}]",-128,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,120,"['long', 'neutral', 'short']",16,2020-03-25_18-47-49
"[{'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}, {'out_features': 1738}]",95495.81632295955,-0.04504183677040448,0.999,1 min,129447.85694319493,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-41.32773238154885,100,EURUSD,0.9,NA,1000,-8.90671941291552e-05,"[{'kernel_size': 9, 'out_channels': 383}, {'kernel_size': 9, 'out_channels': 383}, {'kernel_size': 9, 'out_channels': 383}, {'kernel_size': 9, 'out_channels': 383}, {'kernel_size': 9, 'out_channels': 383}]",-357,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-180.24871936822564,566.0139832261005,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-7.342094262102099e-07,NA,"['long', 'neutral', 'short']",16,2020-03-22_19-07-20
"[{'out_features': 1168}, {'out_features': 1168}, {'out_features': 1168}, {'out_features': 1168}, {'out_features': 1168}, {'out_features': 1168}, {'out_features': 1168}]",171600.50033832694,0.7160050033832693,0.999,15 min,100795120.10796581,0.05,0.006430385878826911,"{'threshold': 2.0, 'type': 'sortino'}",539.1423522305201,100,EURUSD,0.9,NA,10000,-4.347432681889535e-06,"[{'kernel_size': 9, 'out_channels': 242, 'stride': 1}, {'kernel_size': 9, 'out_channels': 242, 'stride': 1}, {'kernel_size': 9, 'out_channels': 242, 'stride': 1}, {'kernel_size': 9, 'out_channels': 242, 'stride': 1}, {'kernel_size': 9, 'out_channels': 242, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",200.53609774866723,10260.901028674805,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,6.607512374308239e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_05-22-29
"[{'out_features': 947}, {'out_features': 947}, {'out_features': 947}, {'out_features': 947}, {'out_features': 947}, {'out_features': 947}, {'out_features': 947}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.00846067429297607,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 9, 'out_channels': 298, 'stride': 1}, {'kernel_size': 9, 'out_channels': 298, 'stride': 1}, {'kernel_size': 9, 'out_channels': 298, 'stride': 1}, {'kernel_size': 9, 'out_channels': 298, 'stride': 1}, {'kernel_size': 9, 'out_channels': 298, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_07-21-33
"[{'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}, {'out_features': 1697}]",100000.0,0.0,0.999,1 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 9, 'out_channels': 410}, {'kernel_size': 9, 'out_channels': 410}]",-77,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-23_00-49-55
"[{'out_features': 1057}, {'out_features': 1057}, {'out_features': 1057}, {'out_features': 1057}, {'out_features': 1057}, {'out_features': 1057}, {'out_features': 1057}]",88043.77506815463,-0.11956224931845369,0.999,15 min,122134188.87539677,0.05,0.005195104679071487,"{'threshold': 2.0, 'type': 'sortino'}",-105.25184032678975,100,EURUSD,0.9,NA,10000,-4.880757897777853e-06,"[{'kernel_size': 8, 'out_channels': 238, 'stride': 1}, {'kernel_size': 8, 'out_channels': 238, 'stride': 1}, {'kernel_size': 8, 'out_channels': 238, 'stride': 1}, {'kernel_size': 8, 'out_channels': 238, 'stride': 1}, {'kernel_size': 8, 'out_channels': 238, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-968.85530162187,10459.957136270059,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.3883274689894064e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_12-05-32
"[{'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}]",81452.86029395115,-0.1854713970604885,0.999,30 min,5501435.549961544,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-179.72588863461425,100,EURUSD,0.9,-17972.588863461424,1000,-6.007496722781929e-05,"[{'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}]",-512,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-319.72704232905437,862.2103561025342,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-4.28018096226056e-08,180,"['long', 'neutral', 'short']",16,2020-03-26_04-47-55
"[{'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}, {'out_features': 2015}]",157103.07331269118,0.5710307331269118,0.999,1 min,113589472.82484263,0.05,0.006693793979167939,"{'threshold': 2.0, 'type': 'sortino'}",472.9134292999027,100,EURUSD,0.9,NA,10000,-4.80194079082747e-06,"[{'kernel_size': 7, 'out_channels': 200}, {'kernel_size': 7, 'out_channels': 200}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-259.8663188651462,9427.61847323817,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,4.586963212078219e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_01-22-15
"[{'out_features': 971}, {'out_features': 971}, {'out_features': 971}, {'out_features': 971}, {'out_features': 971}, {'out_features': 971}, {'out_features': 971}]",116013.3536955134,0.16013353695513405,0.999,15 min,106845080.70343971,0.05,0.0046938587020975385,"{'threshold': 2.0, 'type': 'sortino'}",115.96746665122993,100,EURUSD,0.9,NA,10000,-5.233468072591494e-06,"[{'kernel_size': 7, 'out_channels': 143, 'stride': 1}, {'kernel_size': 7, 'out_channels': 143, 'stride': 1}, {'kernel_size': 7, 'out_channels': 143, 'stride': 1}, {'kernel_size': 7, 'out_channels': 143, 'stride': 1}, {'kernel_size': 7, 'out_channels': 143, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",795.8726731270042,9332.305969204677,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,1.030777797443214e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_08-11-41
"[{'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}]",92270.1751498049,-0.07729824850195102,0.999,30 min,139877.68226385314,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-90.5068528852688,100,EURUSD,0.9,-9050.68528852688,1000,-8.953222438659787e-05,"[{'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}, {'kernel_size': 2, 'out_channels': 64}]",-128,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-279.01714786138234,568.5670034181873,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-9.100683285688609e-07,90,"['long', 'neutral', 'short']",16,2020-03-25_22-54-07
"[{'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}, {'out_features': 1640}]",81821.44714025807,-0.18178552859741934,0.999,1 min,388694.0798826001,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-175.23171430748747,100,EURUSD,0.9,NA,1000,-0.00011785964106836545,"[{'kernel_size': 9, 'out_channels': 413}, {'kernel_size': 9, 'out_channels': 413}, {'kernel_size': 9, 'out_channels': 413}]",-129,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-231.30531647106432,439.10126209408287,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-5.963186490193705e-07,NA,"['long', 'neutral', 'short']",16,2020-03-22_17-28-02
